title,authors,Image,description
Conservatism in Canada,,https://livrescanadabooks.com/images/feed/9781442614567.jpg,"Author/Illustrator/Editor: Farney, James Harold

With the electoral success of the Harper Conservatives federally and of a number of conservative parties provincially, the topic of Canadian conservatism is more important to our understanding of Canadian party politics than ever before. This timely volume presents the first comprehensive examination of Canadian conservatism in a generation – a period during which its nature has changed substantially.

Conservatism in Canada explores the ideological character of contemporary Canadian conservatism, its support in the electorate, its impact on public policies such as immigration and foreign policy, and its articulation at both federal and provincial levels. The essays include comparisons with other countries, including the United States, the United Kingdom, and Australia, as well as specific examinations of conservatism in Ontario, Alberta, and Quebec.

Featuring contributions by both established and new scholars in the fields of political science and public policy, this volume makes a significant contribution to our understanding of the changing nature of Canadian conservatism and its broader implications for the future of this country.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20131112	9781442614567	POL056000		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.01 x 9.01	C$34.95	400"
Contemporary Antisemitism,,https://livrescanadabooks.com/images/feed/9780802039316.jpg,"Canada and the World

Author/Illustrator/Editor: Marrus, Michael R.

Editor: Michael R. Marrus (CA), Janice Gross Stein (CA), Derek J. Penslar (CA)

Antisemitism is reappearing in disturbing new ways and in unexpected strength. This resurgence is of deep concern to politicians, practitioners of law, the academic community, and to informed citizens everywhere. To address this, a scholarly conference was assembled at the University of Toronto in 2003. Contemporary Antisemitism is the result of that meeting.Editors Derek J. Penslar, Michael R. Marrus, and Janice Gross Stein, and the contributors to this volume address the following questions: is contemporary antisemitism an eerie echo of the past, or is it driven by new combinations of political, economic, and religious forces? How powerful are the anti-Jewish trends that so many have detected? And how should liberal democratic societies respond to this new threat against them? The essays map the terrain of antisemitic thought and practice, make important distinctions between expressions of antisemitism across time and space, and put various strategies of response into critical perspective.With its combination of voices from both scholarship and leadership ? including Chief Justice of Ontario R. Roy McMurtry and former Prime Minister Brian Mulroney and its unique assessment of antisemitism in Canada and the struggle against it, Contemporary Antisemitism offers new perspectives on one of the world’s most ancient and diffuse hatreds.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20041222	9780802039316	HIS022000		
Language	Format	Size	Price	Pages
English		6.23 x 9.31	C$53.95	130"
Contemporary Canadian Federalism,,https://livrescanadabooks.com/images/feed/9780802095336.jpg,"Foundations, Traditions, Institutions

Author/Illustrator/Editor: Alain-G. Gagnon (CA)

First published in French in 2006, Le fédéralisme canadien contemporain was immediately recognised as the most comprehensive collection of reflections on Canadian federalism by leading Québécois scholars. This remarkable translation of a range of Québécois voices makes their insightful and underrepresented perspectives available to English-language audiences.

Offering alternative views of the Canadian federal model’s realities by covering its foundations, traditions, and institutions, Contemporary Canadian Federalism considers the ways in which federalism relates to issues such as regionalism, multiculturalism, rights and freedoms, financial distribution, and public policy. Filled with stimulating work that bridges the gap between distinctive traditions in English- and French-Canadian scholarship on federalism, this important volume is required reading for understanding provincial-federal relations and Canadian governance.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
06/06/2009	9780802095336	POLITICAL SCIENCE / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$38.95	500"
Contesting Canadian Citizenship,,https://livrescanadabooks.com/images/feed/9781551113869.jpg,"Historical Readings

Editor: Dorothy Chunn (CA), Robert Menzies (CA), Robert Adamoski (CA)

Over the past 15 years, the citizenship debate in political and social theory has undergone an extraordinary renaissance. To date, much of the writing on citizenship, within and beyond Canada, has been oriented toward the development of theory, or has concentrated on contemporary issues and examples. This collection of essays adopts a different approach by contextualizing and historicizing the citizenship debate, through studies of various aspects of the rise of social citizenship in Canada. Focusing on the formative years from the late 19th through mid-20th century, contributors examine how emerging discourse and practices in diverse areas of Canadian social life created a widely engaged, but often deeply contested, vision of the new Canadian citizen. <EOL> <EOL>The original essays examine key developments in the fields of welfare, justice, health, childhood, family, immigration, education, labour, media, popular culture and recreation, highlighting the contradictory nature of Canadian citizenship. The implications of these projects for the daily lives of Canadians, their identities, and the forms of resistance that they mounted, are central themes. Contributing authors situate their historical accounts in both public and private domains, their analyses emphasizing the mutual permeability of state and civil(ian) life. These diverse investigations reveal that while Canadian citizenship conveys crucial images of identity, security, and participatory democracy within the ongoing project of nation building, it is also interlaced with the projects of a hierarchical social structure and exclusionary political order. This collection explores the origins and evolution of Canadian citizenship in historical context. It also introduces the more general dilemmas and debates in social history and political theory that inevitably inform these inquiries.

Academics please note that this is a title classified as having a restricted allocation of complimentary copies. Restircted titles remain available to adopters and to academics very likely to adopt in the coming semester. When adoption possibilites are less strong or further in the future, academics are requested to purchase the title, with the provisio that UTP Higher Education will happily refund the purchase price if the book is indeed adopted..

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
08/01/2002	9781551113869	HISTORY / Canada / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$36.95	432"
Court Government and the Collapse of Accountability in Canada and the United Kingdom,,https://livrescanadabooks.com/images/feed/9780802095794.jpg,"Author/Illustrator/Editor: Donald Savoie

There is a consensus throughout much of the western world that the public sector is in urgent need of repair. This study seeks to understand why this is so by comparing developments in Canada and the United Kingdom. It looks to changes in values both in society and inside government, and to the relationships between politicians and civil servants at the top and between civil servants and citizens at the bottom.Donald J. Savoie argues that both Canada and the UK now operate under court government rather than cabinet government. By court government, he means that effective power now rests with their respective prime ministers and a small group of carefully selected courtiers. For things that matter to prime ministers and their courts, the decision-making process shifts from formal to informal, involving only a handful of actors. For things that matter less to them, the decision-making process is horizontal, cumbersome, and consultative, and involves a multitude of actors from different government departments and agencies as well as a variety of individuals operating outside government.Court governments undermine both the traditionally bureaucratic model and basic principles that have guided the development of our Westminster-Whitehall parliamentary system. Nonetheless, Canada and the United Kingdom still cling to accountability requirements better suited to the past and the traditional bureaucratic model. Savoie concludes with a call for new accountability requirements that correspond with court government as well as the new relationships between politicians and civil servants, and civil servants and citizens.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
05/10/2008	9780802095794	POLITICAL SCIENCE / Government / Comparative		
Language	Format	Size	Price	Pages
French	Paperback / softback	6 in x 9 in	C$36.95	416"
Crimes of Colour,,https://livrescanadabooks.com/images/feed/9781551113036.jpg,"Racialization and the Criminal Justice System in Canada

Editor: Kiran Mirchandani (CA), Wendy Chan (CA)

The original essays in Crimes of Colour explore the link between “race” and “crime” in the Canadian context. Much of the literature on race and crime to date has treated the category of “race” unproblematically; debate on this topic has focused primarily on the assumption that members of certain racial groups are most likely to commit crimes.In charting a different path, the authors in this collection provide critical and historical analyses of the connections between processes of “racialization” and “criminalization” in Canada.  The book seeks to engage the reader in thinking critically about how conceptualizations of racial identity and crime are interwoven. The editors begin by arguing for a need to shift from an analysis of “race” to an analysis of “racialization” in order to create the space for new ways of looking at the connections between race and crime. They investigate the history of the treatment of racialized people in Canada, looking at the processes through which First Nations people, immigrants, and people of colour have been defined in racialized terms and the way in which state policy has racialized individuals and groups. The insights provided by the historical backdrop situates the problematic legal positions First Nations people and people of colour occupied vis-a-vis the criminal justice system.Contemporary analyses of “race” and crime continue to highlight the on-going, complex, and subtle nature of the issues. Understanding how individuals are racialized in the legal system forms one of the main themes in this collection. Specifically, these discussions involve identifying the processes through which racialized groups and individuals are criminalized. The processes of racialization and criminalization come together in many contexts including various criminal justice institutions like the police and social institutions like the media.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
08/01/2001	9781551113036	SOCIAL SCIENCE / Criminology		
Language	Format	Size	Price	Pages
		6 in x 9 in	C$32.95	224"
Democratic Equality,,https://livrescanadabooks.com/images/feed/9780802083326.jpg,"What Went Wrong?

Editor: Edward Broadbent (CA)

Are the world’s oldest democracies failing? For most of the past fifty years democratic governments made determined and successful efforts at overcoming the significant inequalities that are the by-product of a capitalist economy. During this period a new concept of democratic citizenship that added social and economic rights to the liberal legacy of political and civil liberties established roots in most North Atlantic democracies. Since the 1980s this notion of democratic citizenship has been challenged ideologically to such a degree that through either major modification or complete elimination of programs, equality as a fundamental democratic goal is disappearing in many nations - particularly in the Anglo-American democracies.In this extraordinary collection, top scholars in political science, sociology, philosophy and economics, discuss this radical shift towards inequality in an age of mass capital globalization. Wide ranging in topic yet coherent in approach, Inequality and the Modern Democratic State comprises thirteen essays, including Ed Broadbent’s ""Ten Propositions about Equality and Democracy"", Robert Hackett’s ""Watch Dogs, Mad Dogs, or Lap Dogs?: News Media and Civic Equality"" and Barbara Ehrenreich’s ""Inequality in the Clinton Era"". Many European democracies, argue the contributors, have adapted to new circumstance in the global economy without resorting to policies that actively promote inequality. While differing in some important details on solutions, they all contend that the political decision-making process is of critical importance in entrenching, or battling, an escalating inequality that is neither necessary nor desirable.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
04/15/2001	9780802083326	POLITICAL SCIENCE / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$30.95	224"
Desiring Canada,,https://livrescanadabooks.com/images/feed/9781442613911.jpg,"CBC Contests, Hockey Violence, and Other Stately Pleasures

Author/Illustrator/Editor: Cormack, Patricia

What do Tim Hortons, Hockey Night in Canada, and Rick Mercer have in common? Each is a popular symbol of Canadian identity, seen across the country – and beyond – on television and in other forms of media. But whose definition of ‘Canadian’ do they represent? What does it mean to be Canadian? Do we create our own impressions of Canadian identity, or are they created for us? In Desiring Canada, Patricia Cormack and James F. Cosgrave delve into these questions, exploring the connections between popular culture, media, and the Canadian state.

Taking as their examples the popular CBC contests, Tim Hortons advertising campaigns, NHL hockey violence, television comedy, and the business of gambling, this lively, engaging book investigates the relationship between some of our more beloved popular expressions of national identity and the extent to which the interests of the state appeal in various ways through the popular media to the pleasures of citizens, thus shaping our understanding of what it means to be Canadian.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20130318	9781442613911	SOC005000		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 x 9	C$27.95	272"
Dictionary of Canadian Biography / Dictionnaire Biographique du Canada,,https://livrescanadabooks.com/images/feed/9780802090874.jpg,"Volume XV, 1921-1930

Editor: Réal Bélanger, Ramsay Cook (CA)

This new volume of the Dictionary of Canadian Biography / Dictionnaire Biographique du Canada (DCB / DBC) presents well-written, carefully documented and meticulously edited biographies of Canadians from all walks of life. Its literary and scholarly standards make it, like its predecessors, the definitive biographical reference for its period of history. The 619 biographies by 446 authors present a panoramic view of the origins of modern Canada, its political landscapes, economic changes, educational institutions, cultural developments, and athletic achievements. The volume’s coverage is inclusive, ranging from murderers to artists, from business magnates to religious leaders, from Canada’s First Peoples to new immigrants. There are labour leaders, farmers, feminists, and naturalists as well as all the prominent leaders in all aspects of Canadian life.

The dominant theme of this volume is the emergence of a country engrossed by material gains and aware of broadening horizons. Sir Clifford Sifton, federal minister of the interior, Sir Lomer Gouin, premier of Quebec, and Sir Robert Bond, premier of Newfoundland, symbolize this age of development. The lives of Sir Adam Beck, father of Ontario Hydro, Gordon Morton McGregor, founder of the Ford Motor Company of Canada, and Alexander Graham Bell, inventor of the telephone, illustrate how new technologies harnessed natural energy sources and created new ways to communicate. Such innovations drove the transformation of Canada in the early years of the twentieth century.An expanding nation required thousands of new people to answer the demands of the agricultural enterprises in the west, the manufacturing industries of central Canada, and the fishing and lumbering businesses of British Columbia and the Atlantic region.

Many newcomers were drawn from eastern Europe and Asia as well as the British Isles and western Europe, traditionally the homelands of new Canadians. The Doukhobor leader Peter Vasilevich Verigin, the housemaid Angelina Napolitano, the Chinese teacher and merchant Yip Sang, and the Orthodox clergyman Nestor Dmytriw all took their places in the increasingly complex ethnic mosaic.Social and economic changes inspired demands for other types of change. The movement of women into the professions is exemplified by the life of Clara Brett Martin, the first woman called to the bar in Canada. Jeanne Lajoie, an embattled Franco-Ontarian teacher, joins writers Sara Jeannette Duncan, Félicité Angers (known as Laure Conan), Joséphine Marchand (Dandurand) and Marjorie Lowry Christie Pickthall in the cast of women prominent in this volume. Among those representing arts and sports are the painter James Wilson Morrice and the brilliant goalkeeper Georges Vézina.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11/19/2005	9780802090874	HISTORY / Canada / General		
Language	Format	Size	Price	Pages
English	Hardback	7.24 in x 10.3 in	C$149.00	1100"
Dictionary of Cape Breton English,,https://livrescanadabooks.com/images/feed/9781442615991.jpg,"Author/Illustrator/Editor: William J. Davey and Richard MacKinnon

“A most welcome addition to the study of regional lexis in Canada. This book enriches the historical perspective in Canadian English and offers readers, at long last, a point of departure into the vocabulary of Cape Breton Island.” – University of British Columbia

The first regional dictionary devoted to the island’s linguistic and cultural history, the Dictionary of Cape Breton English is a fascinating record of the island’s rich vocabulary. This substantial and long-awaited work of linguistic research captures Cape Breton’s social, economic, and cultural life through the island’s language. The Dictionary of Cape Breton English can be read with interest by Backlanders, Bay byes, and those from away alike.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2016	9781442615991			
Language	Format	Size	Price	Pages
English	Paperback / softback	7 x 10	C$39.95	320"
Dilemmas of Solidarity,,https://livrescanadabooks.com/images/feed/9780802094070.jpg,"Rethinking Distribution in the Canadian Federation

Editor: Jean-Francois Gaudreault-Desbiens (CA), Lorne Sossin (CA), Sujit Choudhry (CA)

Since the rise of the Canadian welfare state in the aftermath of the Second World War, the politics of social policy and fiscal federalism have been at the centre of federal-provincial relations. Recent events have given impetus for scholars to re-examine these issues. In 2002, the Quebec Commission on Fiscal Imbalance released its report, which introduced the term ‘vertical fiscal imbalance’ into the vocabulary of Canadian politics. Essentially, the commission determined that a disjunction between revenue-raising capacity and expenditures involving different orders of government – vertical fiscal imbalance – was an urgent problem that must be addressed. Dilemmas of Solidarity is both a reflection on and response to that finding.

Editors Sujit Choudhry, Jean-Francois Graudreault-Desbiens, and Lorne Sossin bring together an array of respected legal and political scholars to reflect on the Quebec Commission’s findings. The contributors to this volume illustrate how recent debates surrounding Canada’s equalization program suggest alternative ways to approach the issue. The goal of Dilemmas of Solidarity is to stand back from the particulars of different policy debates, to enable scholars to reflect on basic questions regarding redistribution. This fascinating collection will undoubtedly inform a more nuanced and wide-ranging debate both among academics and policy practitioners than has occurred in this past.

Contributors:

Paul Boothe
Katherine Boothe
Sujit Choudhry
David Duff
Jean-Francois Gaudreault-DesBiens
Andree Lajoie
Alain Noel
Peter H. Russell
Richard Simeon
Lorne Sossin
François Vaillancourt
Daniel Weinstock.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
12/09/2006	9780802094070	POLITICAL SCIENCE / Public Policy / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.02 in x 9.01 in	C$30.95	224"
Directions Home,,https://livrescanadabooks.com/images/feed/9780802094254.jpg,"Approaches to African-Canadian Literature

Author/Illustrator/Editor: George Elliott Clarke (CA)

The latest work from pioneering scholar George Elliott Clarke, Directions Home is the most comprehensive analysis of African-Canadian texts and writers to date. Building on the discoveries of his critically acclaimed Odysseys Home, Clarke passionately analyses the beautiful complexities and haunting conundrums of this important body of literature.Directions Home explores the trajectories and tendencies of African-Canadian literature within the Canadian canon and the socio-cultural traditions of the African Diaspora. Clarke showcases the importance of little-known texts, including church histories and slave narratives, and offers studies of autobiography, crime and punishment, jazz poetics, and musical composition. The collection also includes studies of significant contemporary writers such as George Boyd and Dionne Brand, and trailblazing African-Canadian intellectuals like A.B. Walker and Anna Minerva Henderson. With its national, bilingual, and historical perspectives, Directions Home is an essential guide to African-Canadian literature.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
09/26/2012	9780802094254	LITERARY CRITICISM / Canadian		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.8 in x 9.7 in	C$39.95	336"
Disrupting Breast Cancer Narratives,,https://livrescanadabooks.com/images/feed/9781487504373.jpg,"Stories of Rage and Repair

Author/Illustrator/Editor: Emilia Nielsen

Disrupting Breast Cancer Narratives examines the power and potential of unruly personal breast cancer stories and what the disruptive elements of such stories do both personally and politically. The book argues that counternarratives of breast cancer as a response to standardized stories of hope and recovery have the potential to not only transform the narration of experiential knowledge about the disease, but also the cultural politics of breast cancer. To learn more about this publisher, click here: http://bit.ly/2C3QxA6

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
01-2019	9781487504373			World rights available
Language	Format	Size	Price	Pages
English	Hardback	6 x 9	C$39.95	176"
Do Men Mother?,,https://livrescanadabooks.com/images/feed/9780802085467.jpg,"Fathering, Care, and Domestic Responsibility

Author/Illustrator/Editor: Andrea Doucet (CA)

More and more, fathers are deciding to stay at home and care for their children rather than work full-time outside of the home. More and more, Canadian families are lead by single fathers. Shining a spotlight on the lives of stay at home dads and single fathers, Do Men Mother? provides groundbreaking evidence of dramatic changes in mothering and fathering in Canada.

Using evidence gathered in a four-year in-depth qualitative study, including interviews with over 100 fathers – from truck drivers to insurance salesmen, physicians to artists – Andrea Doucet illustrates how men are breaking the mold of traditional parenting models. Doucet’s research examines key questions such as: What leads fathers to trade earning for caring? How do fathers navigate through the ‘maternal worlds’ of mothers and infants? Are men mothering or are they redefining fatherhood?

Do Men Mother? illuminates fathers’ candid reflections on caring and the intricate social worlds that men and women inhabit as they ‘love and let go’ of their children. In asking and unravelling the question ‘do men mother,’ this study tells a compelling story about Canadian parents radically re-visioning child care and domestic responsibilities at the beginning of the twenty-first century.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11/04/2006	9780802085467	SOCIAL SCIENCE / Sociology / Marriage & Family		
Language	Format	Size	Price	Pages
English	Paperback / softback	5.9 in x 8.9 in	C$37.95	304"
Downtown Canada,,https://livrescanadabooks.com/images/feed/9780802087201.jpg,"Writing Canadian Cities

Editor: Douglas Ivison (CA), Justin D. Edwards (CA)

The vast majority of Canadians live in cities, yet for the most part, discussions of Canadian literature have failed to actively engage with the country’s urban experience. Canada’s prevalent myths continue to be about nordicity and the wilderness, and, stereotypically at least, its literature is often perceived as being about small towns, rural areas, and ‘roughing it in the bush.’ Downtown Canada is a collection of essays that addresses Canada as an urban place. The contributors focus their attention on the writing of Canada’s cities - including Toronto, Montreal, Vancouver, Ottawa, and Halifax - and call attention to the centrality of the city in Canadian literature. They examine how characters are affected by the urban experience in works by a group of authors as diverse as the country itself: Hugh MacLennan, Jovette Marchessault, Michael Ondaatje, Austin Clarke, and Gerald Lynch, to name just a few. Editors Justin D. Edwards and Douglas Ivison have brought together an esteemed group of international Canadian literary scholars, and together they have created a book that is timely and unique, questioning conventional assumptions about Canadian literature, and Canadian culture more generally.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11/24/2005	9780802087201	LITERARY CRITICISM / Canadian		
Language	Format	Size	Price	Pages
English	Hardback	6.22 in x 9.26 in	C$72.00	290"
Dreams and Due Diligence,,https://livrescanadabooks.com/images/feed/9781442644854.jpg,"Till & McCulloch's Stem Cell Discovery and Legacy

Author/Illustrator/Editor: Joe Sornberger

In proving the existence of stem cells, Ernest Armstrong McCulloch and James Edgar Till formed the most important partnership in Canadian medical research since Frederick Banting and Charles Best, the discoverers of insulin. Together, Till and McCulloch instructed, influenced, and inspired successive generations of researchers who have used their findings to make huge advances against disease. Thousands of people who would have died from leukemia and immunological disorders now owe their lives to therapies developed from their discoveries.Despite their accomplishments, Till and McCulloch remain largely unknown, and until now, their story has remained untold. Dreams and Due Diligence vividly chronicles the work of two researchers who made medical history – two men who possessed exactly the right complementary talents to achieve greatness and win nearly every award available in medical research. Bringing their legacy to life for the first time, Joe Sornberger provides a dramatic account of the development of stem cell research, one of today's most ground-breaking medical scientific fields.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
10/05/2011	9781442644854	MEDICAL / General		
Language	Format	Size	Price	Pages
English	Hardback	6.27 in x 9.3 in	C$29.95	184"
Dying from Improvement,,https://livrescanadabooks.com/images/feed/9781442628915.jpg,"Inquests and Inquiries into Indigenous Deaths in Custody

Author/Illustrator/Editor: Sherene H. Razack

“Dying from Improvement is a major contribution to the issues of Indigenous disposability, suffering, and struggles for justice within a settler state that is dedicated to their disappearance.” –Audra Simpson, Columbia University

In Dying from Improvement, Sherene H. Razack argues that, amidst systematic state violence against Indigenous people, inquiries and inquests serve to obscure the violence of ongoing settler colonialism under the guise of benevolent concern. Razack’s powerful critique of the Canadian settler state and its legal system speaks to many of today’s most pressing issues of social justice: the treatment of Indigenous people, the unparalleled authority of the police and the justice system, and their systematic inhumanity towards those whose lives they perceive as insignificant.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2015	9781442628915			
Language	Format	Size	Price	Pages
English	Paperback / softback	6 x 9	C$32.95	328"
Earning and Caring in Canadian Families,,https://livrescanadabooks.com/images/feed/9781551111667.jpg,"Author/Illustrator/Editor: Rod Beaujot (CA)

Most people place a high value on family, work, and children. However, there are often serious tensions associated with juggling and accommodating these priorities. This book analyses these tensions, working on the assumption that it is through the effective sharing of associated earning and caring activities that families are made and maintained.

The focus on the conflict between caring and earning highlights the basis on which the family activities of women and men are similar and different. Much writing on families tends to accentuate crisis and conflict. But a study of total time spent on productive activities (paid plus unpaid labour) actually shows there are not large differences between the time expended by women and men, although differences do lie in the division of this work. Furthermore, some couples maintain more symmetry which suggests there should be new social policies to promote ""new families"" based on a different accommodation for the sharing of provider and parenting roles. Indeed, the book especially considers the Swedish model where social policy effectively creates an incentive to postpone child-bearing until careers are established, the result being that the cost of child-rearing is partially transferred from women to men and to the workplace.

Clearly, family questions are complex. The division of family labour was central to the writings of early modern sociologists and family questions remain central to our understanding of social class, stratification, and inequality. In taking a detailed look at the abundant data and analyses available on families through the lens of the ""earning and caring equation,"" this book provides an excellent foundation for new understanding of the family. In so doing it alters our views on gender and inequality and offers new approaches to public policy and to human resource issues facing public and private organizations.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11/01/1999	9781551111667	SOCIAL SCIENCE / Sociology / Marriage & Family		
Language	Format	Size	Price	Pages
English	Paperback / softback	7 in x 9 in	C$49.95	416"
"Edible Histories, Cultural Politics",,https://livrescanadabooks.com/images/feed/9781442612839.jpg,"Towards a Canadian Food History

Author/Illustrator/Editor: Marlene Epp (CA), Franca Iacovetta (CA), Valerie J. Korinek (CA)

Just as the Canada&apos;s rich past resists any singular narrative, there is no such thing as a singular Canadian food tradition. This new book explores Canada's diverse food cultures and the varied relationships that Canadians have had historically with food practices in the context of community, region, nation and beyond.Based on findings from menus, cookbooks, government documents, advertisements, media sources, oral histories, memoirs, and archival collections, Edible Histories offers a veritable feast of original research on Canada's food history and its relationship to culture and politics. This exciting collection explores a wide variety of topics, including urban restaurant culture, ethnic cuisines, and the controversial history of margarine in Canada. It also covers a broad time-span, from early contact between European settlers and First Nations through the end of the twentieth century.Edible Histories intertwines information of Canada's 'foodways' – the practices and traditions associated with food and food preparation – and stories of immigration, politics, gender, economics, science, medicine and religion. Sophisticated, culturally sensitive, and accessible, Edible Histories will appeal to students, historians, and foodies alike.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11/07/2012	9781442612839	HISTORY / Canada / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$34.95	472"
Encyclopedia of Canada’s Peoples,,https://livrescanadabooks.com/images/feed/9780802029386.jpg,"Author/Illustrator/Editor: Magocsi, Paul Robert

Editor: Paul Robert Magocsi (CA)

All peoples living in Canada deserve to have a voice in its history. How and why did each people come to Canada? Where did the immigrants and their descendants settle? What kind of lives did they build for themselves and how did they contribute to the country as a whole? These are the kinds of questions addressed in the Encyclopedia of Canada’s Peoples. Whether a First Nation, founding people, or subsequent arrival, all Canada’s peoples are described in 119 individual entries that range from Acadians to Ukrainians, Hyderabadis to Vietnamese. In each instance an entry covers the origin of the group, the process of migration, arrival and settlement, economic and community life, family and kinship patterns, language and culture, education, religion, politics, intergroup relations, and the dynamics of group maintenance. Entries are cross-referenced and include tables, graphs, and suggestions for further reading. Several thematic essays are also included to illuminate the complex issues related to immigration, assimilation, multiculturalism, and Canadian culture and identity. This is a truly national encyclopedia that has taken almost a decade to produce and has involved over 300 scholars and researchers from all parts of Canada and abroad. Exacting standards for research, content, and the readability of entries have been strictly maintained by an advisory board of senior academics from a wide range of disciplines.The Encyclopedia of Canada’s Peoples is designed to excite all Canadians about their extraordinary past and the potential of their future. This volume will reward both casual browsing and serious reading by everyone from school-age students to university academics.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
19990428	9780802029386	REF010000		
Language	Format	Size	Price	Pages
English	Hardback	8.75 x 11.27	C$359	1300"
Encyclopedia of Literature in Canada,,https://livrescanadabooks.com/images/feed/9780802007612.jpg,"Author/Illustrator/Editor: New, W.H.

Editor: W.H. New (CA)

Canada’s rich, diverse literary heritage has long attracted widespread recognition, and in recent years Canadian writers have won nearly every major international literary award. The breadth and sophistication of Canada’s literature demands precisely the kind of critical reflection that W.H. New’s comprehensive Encyclopedia of Literature in Canada now offers to readers.This up-to-date reference book brings together 300 leading Canadianists to look at literature in Canada from a variety of perspectives. In over 2000 entries, acknowledging Canada’s cultural plurality, the Encyclopedia discusses literature in English and French, and also in such other languages as Yiddish, Spanish, Haida and Cree; authors and their work; related literary and social issues; professional institutions that play a role in the lives of Canadian writers; and the major historical and cultural events that have shaped Canada.The unique richness of this work is also reflected in the breadth of other entries. Among them are commentaries on humour and satire, genre (including radio drama and the long poem), social history, film, television and popular culture, literary awards, language, critical theory, the oral literatures of the First Nations, petroglyphs, the publishing industry, journalism, gender, race, religion, region, myth, and class.Extensive cross-referencing, a cultural chronology, supplementary index, and suggestions for further reading make this encyclopedia the most complete and accessible reference guide to Canadian literature in print. Encyclopedia of Literature in Canada will be an essential resource for scholars, writers, and readers for years to come.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20021007	9780802007612	LIT004080		
Language	Format	Size	Price	Pages
English	Hardback	7.19 x 10.3	C$96	1000"
"English Through Pictures, Books 1-3",,https://livrescanadabooks.com/images/feed/9780887511172.jpg,"Author/Illustrator/Editor: Christine M. Gibson, I. A. Richards

The three pocketbooks comprising the English Through Pictures series are the remarkable invention of I.A. Richards and Christine Gibson, who designed them to help the learner speak, read and write World English in the quickest and clearest possible way – through pictures.

The authors have made a careful selection of the most widely useful English words, choosing those with the power to define other words, and have put them to work in key patterns that offer the learner the ability to communicate successfully in World English. Book 1 contains a vocabulary of 250 such words, with an additional 500 developed in Book 2; these 750 words are then used in Book 3 to build a command of 1000 words which, by their defining power, hold the possibility of understanding as much as another 20,000 words of World English.

Throughout English Through Pictures, responsibility for learning is placed directly on the learner, who from the very start enjoys the ability to put essential words to work creating key sentence patterns where meaning is clearly shown in pictures. These simplified drawings allow learners to focus on the sentence and to enjoy growing confidence as they successfully take control of language, with the workbooks in Books 1 and 2 challenging and reinforcing their growing competence as both speakers and readers. Motivated and inspired, learners will soon find to their delight that fluent communication in World English – the common language of today’s world – lies well within their grasp.

English Through Pictures has already been used successfully alone or in combination with other English language programs by millions of learners in more than forty countries.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
04/21/2005	9780887511172	FOREIGN LANGUAGE STUDY / English as a Second Language		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$39.95	"
