title,authors,overview
The Papacy,"['Bernhard Schimmelpfennig', 'James Sievert']","<p>Bernhard Schimmelpfennig chronicles the institution of the papacy and its influence on the culture, politics, and economy throughout the decline of the Roman emparie, Byzantine rule, and the Middle Ages in his book, <i>The Papacy</i>. The full spectrum of the institutional Medieval Church is examined as Schimmelpfennig presents its evolution through liturgical, political, artistic, cultural, and economic developments, as well as social changes that occurred under the papacy's influence such as a revamping of marriage laws, housing construction, and food distribution.</p><p>Chapters cover the Roman congregation of the apostolic and post-apostolic eras (110-113 CE) through the time of Constantine the Great (r. 310-337), onto the papacy at the peak of its power (1198-1303), and finally ending with the papacy of the Renaissance (1447-1534). A salient feature of the book is the new light shed on Rome as the physical setting of the Vatican and the marked influence it has had on the papacy. For example, the vast papal construction projects of the late fifteenth century demonstrate the papal power exerted over the Roman civic administration.</p><p> Columbia University Press</p>"
Jewish Settler Violence: Deviance As Social Reaction,"['Weisburd, David.']","<p>Between 1949 and 1967 few Israelis had questioned the boundaries established during Israel's war for independence. Zionist and religious ideologies that advocated Jewish control over all the ""Land of Israel""—the areas of Jewish settlement in biblical times—lay dormant. The 1967 victory, which brought the bulk of these territories under Israeli control, rekindled traditional sentiments for the reestablishment of Jewish sovereignty in all these territories. These sentiments became a powerful political force within Israel and provide a growing potential for violence. This book examines those Israelis who have become most identified with this violence. Its focus is upon the development of vigilantism and political deviance in the Gush Emunim settlements.</p>
<p>This book examines the similarities between deviant behavior and society's reactions to deviance. It examines the deviance of Jewish settlers who themselves advocate or participate in law-violating actions. It describes and explains the social organization of deviant social controls. Rather than centering our view of the normative process in the general society, it focuses upon Jewish settlers who evade and resist the rules and laws of that society in the name of ""higher"" laws.</p>
<p>A detailed examination of settler rationalizations of vigilante violence against Arabs provides an unusual glimpse of community support for law violations in these areas. Unique quantitative data allow for the first major multivariate analysis of vigilante attitudes and behaviors.</p>
<p><em>Jewish Settler Violence</em> provides an innovative and thought-provoking approach to violence that is rationalized and legitimized with reference to norms and values. It illustrates the importance of broadening concerns with crime and deviance to include ""altruistic"" law violations that have more in common with the complex decision-making processes of societal reactions than the routine character of most deviant behavior. It also provides a set of sobering implications for the future of Jewish settler violence. This research suggests that vigilantism and antigovernment violence will increase at the same time that the Israeli government will find it increasingly difficulty to respond to and control settler deviance.</p>"
The Last Years Of The Soviet Empire: Snapshots From 1985-1991,"[""Neil F. O'donnell""]","<p>Between 1985 and 1991, the Soviet Union was shaken to its core by a series of remarkable social and political developments. Throughout the period, the eminent Sovietologist Vladimir Shlapentokh monitored the revolution and recorded his impressions in a series of essays which were published in major North American newspapers and periodicals. Here Shlapentokh collects these snapshots of current events that detail the progression of perestroika and glasnost. The essays and accompanying narrative form a kind of political diary, reflecting not only the facts of history, but the author's perspective as a Soviet/Western observer.</p>
<p>Each chapter focuses on a single year. The snapshots from that year are woven together with narrative describing the year's most important milestones, including events in Moscow, results of new polls, new social trends, and revelations in the Soviet mass media. Surprisingly, Shlapentokh concludes that perestroika was not inevitable, and that the Soviet Union was not, as many scholars assert, doomed to collapse. The author's unusual perspective is preserved throughout the book, since none of the essays, including those that predicted future events, have been altered to more closely approximate events that actually took place. Recommended for scholars of sociology, political science, and Soviet history.</p>"
Miles Davis: The Early Years,['Bill Cole'],"<p>Bill Cole's study of the music of Miles Davis covers his career from his first meeting with Charlie Parker up to his experimentation with electric music in the early 1970s. Cole sheds new light not only on Miles Davis's technique, recordings, and philosophy, but on those of his fellow musicians as well: Charlie Parker, John Coltrane, Dizzy Gillespie, Clifford Brown, Bill Evans, Gerry Mulligan, and Charles Mingus, among others. Supplemented with thirteen musical transcriptions of his solos and a complete list of his recording sessions through 1972, <i>Miles Davis: The Early Years</i> illuminates much more than the life and work of one of jazz's most innovative musicians: It explores the very nature of African American music itself.</p>"
Bioethics In The Age Of New Media (the Mit Press),['Joanna Zylinska'],"<p>Bioethical dilemmas—including those over genetic screening, compulsory vaccination,and abortion—have been the subject of ongoing debates in the media, among the public, and in professional and academic communities. But the paramount bioethical issue in an age of digital technology and new media, Joanna Zylinska argues, is the transformation of the very notion of life.</p>
<p>In this provocative book, Zylinska examines many of the ethical challenges that technology poses to the allegedly sacrosanct idea of the human. In doing so, she goes beyond the traditional understanding of bioethics as a matter for moral philosophy and medicine to propose a new""ethics of life"" rooted in the relationship between the human and the nonhuman (both animals and machines) that new technology prompts us to develop. After a detailed discussion of the classical theoretical perspectives on bioethics, Zylinska describes three cases of ""bioethics in action,"" through which the concepts of ""the human,"" ""animal,"" and""life"" are being redefined: the reconfiguration of bodily identity by plastic surgery in a TV makeover show; the reduction of the body to two-dimensional genetic code; and the use of biological material in such examples of ""bioart"" as Eduardo Kac's infamous fluorescent green bunny. Zylinska addresses ethics from the interdisciplinary perspective of media and cultural studies, drawing on the writings of thinkers from Agamben and Foucault to Haraway and Hayles. Taking theoretical inspiration in particular from the philosophy of alterity as developed by Jacques Derrida, Emmanuel Levinas, and Bernard Stiegler, Zylinska makes the case for a new nonsystemic,nonhierarchical bioethics that encompasses the kinship of humans, animals, and machines.</p>"
Alfred Kazin: A Biography,"['Cook, Richard M. , 1941-']","<p>Born in 1915 to barely literate Jewish immigrants in the Brownsville section of Brooklyn, Alfred Kazin rose from near poverty to become a dominant figure in twentieth-century literary criticism and one of America’s last great men of letters. Biographer Richard M. Cook provides a portrait of Kazin in his public roles and in his frequently unhappy private life. Drawing on the personal journals Kazin kept for over 60 years, private correspondence, and numerous conversations with Kazin, he uncovers the full story of the lonely, stuttering boy from Jewish Brownsville who became a pioneering critic and influential cultural commentator.</p>
<p>&nbsp;</p>
<p>Upon the appearance of <i>On Native Grounds</i> in 1942, Kazin was dubbed ""the boy wonder of American criticism.” Numerous publications followed, including <i>A Walker in the City</i> and two other memoirs, books of criticism, as well as a stream of essays and reviews that ceased only with his death in 1998. Cook tells of Kazin’s childhood, his troubled marriages, and his relations with such figures as Lionel Trilling, Saul Bellow, Malcolm Cowley, Arthur Schlesinger, Hannah Arendt, and Daniel Bell. He illuminates Kazin’s thinking on political-cultural issues and the recurring way in which his subject’s personal life shaped his career as a public intellectual. Particular attention is paid to Kazin’s sense of himself as a Jewish-American ""loner” whose inner estrangements gave him insight into the divisions at the heart of modern culture.</p>
<p>&nbsp;</p>"
Tiger: The Real Story,['Steve Helling'],"<p>Born to a father who described him as the “chosen one” and a mother who called him the “universal child,” Tiger Woods was groomed for the fame and influence that his parents believed was his destiny. At age twenty, he made his debut in a Nike commercial. “Hello, world,” he said. “Are you ready for me?”</p>
<p>The world was ready.</p>
<p>For the next thirteen years, Tiger nearly lived up to his parents’ outsized expectations. He conquered the world of golf, settled down with a beautiful Swedish model, and started a family. His net worth approached one billion dollars. Everything was going according to plan—until the scandal hit.</p>
<p>Steve Helling has long covered Tiger Woods’s career, and here he draws on intimate sources— many speaking out for the first time—to create a never-before-seen portrait of the golfer.</p>"
Boxer: An Anthology Of Writings On Boxing And Visual Culture,"['Chandler, David', 'Institute Of International Visual Arts', 'Walsall Museum And Art Gallery']","<p>Boxing has always provoked passionate responses, attracting committed followers and outspoken critics in all sections of society. Objections to the spectacle of legal violence has been tempered by those who admire and are drawn to boxing as a supremely disciplined activity, who see it as a science or an art. But many still revile it as a decadent sport. It is these tensions, between sport and art, aesthetics and perversion, that have shaped boxing 's rich history and forged its special links with the art world over three decades.The ten essays and duotone illustrations in Boxer provide a multifaceted look at perceptions of the sport, embracing issues of masculinity,class, eroticism, and race. Contributors (most of whose work was commissioned especially for this volume) include Joyce Carol Oates, Marcia Pointon, Sarah Hyde, Ian Jeffrey, David Alan Mellor, Jean Fisher, Keith Piper, Nick James, Jennifer Hargreaves, and Roger Conover. Their essays examine boxing in a wide variety of contexts — high art and popular culture, painting and sculpture, photography,film, and television — yet they all see boxing and the visual arts as having a unique relationship that crosses and confuses social and artistic hierarchies.Distributed for the Institute of International Visual Arts, London</p>"
Gender And Boyle's Law Of Gases:,['Elizabeth Potter'],"<p>Boyle’s Law, which describes the relation between the pressure and volume of a gas, was worked out by Robert Boyle in the mid-1600s. His experiments are still considered examples of good scientific work and continue to be studied along with their historical and intellectual contexts by philosophers, historians, and sociologists. Now there is controversy over whether Boyle’s work was based only on experimental evidence or whether it was influenced by the politics and religious controversies of the time, including especially class and gender politics.</p>
<p>Elizabeth Potter argues that even good science is sometimes influenced by such issues, and she shows that the work leading to the Gas Law, while certainly based on physical evidence, was also shaped by class and gendered considerations. At issue were two descriptions of nature, each supporting radically different visions of class and gender arrangements. Boyle’s Law rested on mechanistic principles, but Potter shows us an alternative law based on hylozooic principles (the belief that all matter is animated), whose adherents challenged social stability and the status quo in 17th-century England.</p>"
Brazil: Politics In A Patrimonial Society,"['Roett, Riordan , 1938-']","<p>Brazil, occupying nearly 50 percent of the South American continent, has the largest economy and is a major political power in Latin America. In this updated and expanded fifth edition of his text, Roett provides a thorough introduction to the dynamics shaping Brazilian politics, economics, and society, the difficult transition from military to civilian government in the 1980s, and the social issues facing Brazilian leaders as the country enters the 21st century. As Roett makes clear, despite years of economic growth and industrialization, by the late 1990s, Brazil still faces continued and growing challenges to its social cohesiveness and stability. Without greater attention to the basic needs of the Brazilian poor, the fabric of democracy in the New Republic faces formidable challenges. A thorough and engaging resource for all students and scholars of contemporary Latin America and, more specifically, Brazil.</p>"
The Fantasy Tradition In American Literature: From Irving To Le Guin,['Brian Attebery'],"<p>Brian Attebery considers eccentricities and history in the writings of, Baum, Ruskin, MacDonald, Morris, Lewis and Tolkien in a concise survey of the different definitions and characteristics of the genre of fantasy, first exploring it as a whole, then defining its influence on American folklore.</p>"
"Html5 Mobile Websites: Turbocharging Html5 With Jquery, Sencha Touch, And Other Frameworks",['Matthew David'],"<p>Build HTML5-powered mobile web experiences with the aid of development frameworks that speed the development of Native App-like experiences. Build on your foundation of HTML and JavaScript with a complete understanding of the different mobile Web browser technologies. You get carefully detailed techniques that are illustrated in full color so you can leverage the Web technologies unique to each mobile browser, apply frameworks such as Sencha Touch to rapidly build out your designs, and design techniques expressly suited for tablet devices. Projects provide hands-on practice and code is provided on the companion website, visualizetheweb.com.</p>
<p><br>
<br>
</p>
<p>*Analysis of different mobile Web browser technologies *Leveraging Web technologies unique to each mobile browser *Applying frameworks, such as Sencha Touch, JQTouch, jQuery Mobile, and iUI to rapidly build out your designs</p>"
"The Essential Daughter: Changing Expectations For Girls At Home, 1797 To Present","['Collins, Mary , 1961-']","<p>By age nine, Mary Ellen could start a fire and make breakfast for her family on the Great Plains as they traveled West. By age 11, Connie's family had her hanging the laundry and doing the dishes for a dozen people. By age 13, Beverly had no responsibilities at home and no confidence in herself. The portraits of 14 girls aged 6 to 14, when their ideas of duty and self remained in flux, are used as a starting point for discussion on how to bring daughters and their brothers back into the flow of American home life. The author explores how Americans might make girls feel essential on the home front without denying them the right of self-definition.</p>
<p>Few American parents expect their children to play an important role on the home front. The average daughter does fewer than ten hours of housework a week; sons do only two. What are the consequences of this dramatic cultural shift? Collins posits that nothing we can give our children in the public sphere can offset the loss. Collins concludes that Americans must rebuild a domestic culture that moves beyond the damaging sex-based division of labor so common in the past.</p>"
Validity In Interpretation,['E.d. Hirsch'],"<p>By demonstrating the uniformity and universality of the principles of valid interpretation of verbal texts of any sort, this closely reasoned examination provides a theoretical foundation for a discipline that is fundamental to virtually all humanistic studies. It defines the grounds on which textual interpretation can claim to establish objective knowledge, defends that claim against such skeptical attitudes as historicism and psychologism, and shows that many confusions can be avoided if the distinctions between meaning and significance, interpretation and criticism are correctly understood. It provides perhaps the first genuinely comprehensive account of hermeneutic theory to appear in English and the first systematic presentation of the principles of valid interpretation in any language.</p>
<p>Mr. Hirsch, associate professor of English at the University of Virginia, is the author of <i>Wordsworth and Schelling</i> and <i>Innocence and Experience: An Introduction to Blake.</i></p>
<p>&nbsp;</p>
<p>“Here is a book that brings logic to the most unruly of disciplines, literary interpretation. Viewing this subject within the tradition of hermeneutics, Mr. Hirsch is able to trace its origins and development with brilliant insight. &nbsp;The result is a lucidly systemic and authoritative account of the premises and procedures applicable to the interpretation of a literary text.&nbsp; Mr. Hirsch has performed a monumental service thereby that of reinstating the credentials of objectivism and defining the limits of the aesthetics of truth. &nbsp;This study is a necessary took for anyone who wants to talk sense about literature.”—<i>Virginia Quarterly Review</i><br>
“Professor Hirsch demonstrates convincingly that objectivity is attainable in humane studies, and that it is not identified with the subject but with the evidence. A valid interpretation is not necessarily a correct one, but one which is more probably than any other on the basis of existing evidence.&nbsp; He makes a subtle and important distinction between a text’s ‘meaning’ (which does not change) and its ‘significance’ (which does), and brilliantly relates meaning to understanding (the necessary preliminary to interpretation) and interpretation to explanation…” In short, this is a work which future students of literary theory cannot afford to neglect.”—<i>Notes and Queries</i><br>
E.D. Hirsch, Jr., is professor of English at the University of Virginia.</p>"
Camille Pissarro: impressions of city & country,"['Levitov, Karen.']","<p>Camille Pissarro (18301903) was a ceaseless innovator and organizer whose ideological concerns were as profound as his aesthetic interests. <i>Camille Pissarro: Impressions of City and Country</i> examines how Pissarro's artistic theories and social convictions influenced his Impressionist and Neo-Impressionist work.</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pissarro espoused an anti-bourgeois, anarchist ideology and was interested in the plight of the working classes. This book’s authors examine recurring motifs in Pissarro’s work as intellectual metaphors as well as his background as a Sephardic Jew who was involved in many of the political and class issues of the period. The text also looks at Pissarro as a painter who identified with laborers and agriculture, exploring connections between his subject matter and the ""dirty” nature of his painterly technique.</p>
<p>Featuring a wide selection of superb paintings from private collections, many rarely seen, this beautifully illustrated book reveals the genius of an artist keenly focused on his natural surroundings and the lives of common folk.</p>"
Hamlet's Mother And Other Women,['Carolyn Heilbrun'],"<p>Carolyn G. Heilbrun's groundbreaking essay ""The Character of Hamlet's Mother"" was published in 1957 at a time when few critics thought seriously about women's issues in literature. In the years since, Heilbrun has emerged as a feminist leader through her commitment to women's writing and feminist literary critique. Now in a new paperback edition with a new preface by the author, this collection explores feminism in literary studies during the last three decades. By questioning the gender arrangements of society, Heilbrun has helped to transform them. Taken together, these graceful essays demonstrate the consistency and clarity of Heilbrun's vision and her deep respect for the lives of women who write.</p>
<p> Columbia University Press</p>"
"Cecil And Ida Green, Philanthropists Extraordinary (mit Press)",['Robert R. Shrock'],"<p>Cecil and Ida Green made a fortune almost by chance. In 1941 they bought a quarter share of a faltering oil exploration company; government contracts during the war led to the creation of a small instrumentation division that became Texas Instruments. In 1954 scientists at Texas Instruments created the first silicon transistor, and the rest is history. What is remarkable about the Greens, however, was their joint decision to share the fruits of their success as widely as possible. Their donations of more than $150 million have left an indelible mark on American scientific and medical education. This warm, anecdotal biography by the Greens' longtime friend, MIT geologist Robert Shrock reveals the human impulses that led to their success, the unique combination of the analytical and the personal that they brought to their business decisions and to their investments in humanity's future. Shrock describes the early years of the Greens' life together in and around Texas, exploring for subsurface structures possibly containing oil and gas: fifteen years of hard field work followed by ten years as geophysical entrepreneurs. He follows the transformation of their first acquisition, a risky geophysical venture, into the wildly successful Texas Instruments. Their fortune made, Shrock details the decades in which the Greens imaginatively shared their wealth - funding academic buildings, hospitals, health care centers, libraries and other civic buildings; endowing professorships, fellowships, and scholarships in ten different schools and research institutions; assisting in founding two new colleges - at the University of Texas at Dallas and at Oxford - and an innovative educational audio-visual TV network in Dallas. In choosing their grantees, Shrock notes, they applied exactly those analytical skills that had paid off in business decisions: the Greens could be as hard-nosed in dealing with the cost-benefit aspects of redistributing wealth as in amassing it. At the same time their approach was always intensely personal and direct.</p>"
The Nanny And The Ceo,['Rebecca Winters'],"<p>CEO Nick Wainwright can handle billion-dollar business deals with his eyes closed, but a baby? Nick needs help— a nanny for his precious son, and fast! Nick never mixes business with pleasure, but when delectable Reece Chamberlain enters his Park Avenue apartment, everything changes.</p>
<p>Reece is thrilled to be offered the job looking after Jamie, but the little one's handsome daddy steals her heart, as well. Her career used to be everything, but now a life as Nick's bride, with baby Jamie, is sounding more and more like heaven.</p>"
Challenging the civil rights establishment,"['Joseph G. Conti', 'Brad Stetson']","<p>Challenging the Civil Rights Establishment is a compelling introduction to the ideas of black social critics who oppose the most prominent voices of black America's leadership. In their analysis of the vanguard, which provokes the ire of the civil rights establishment, J.G. Conti and Brad Stetson focus on four men: Thomas Sowell, a Senior Fellow at the Hoover Institution who targets Marxism, the knowledge class, and entitlement programs; Shelby Steele, author of <i>The Content of Our Character</i>, who discusses the experience of American blacks from an existentialist viewpoint; Robert Woodson, founder of the National Center for Neighborhood Enterprise, the best known advocate of interior activism; and Glenn Loury, a conservative political economist at Boston University whose primary theme is the distinction he makes between the enemy without (racism), and the enemy within (dysfunctional behavior that perpetuates poverty and dependency). In speeches, in their writings, and in interviews with Conti and Stetson, these thinkers discuss how the construction of public policy has devolved into a kind of ethnic cheerleading that exalts race and ethnicity above personal character and behaviors in determinations of what is fair.</p><p>The spectrum of these critics' opinions includes neoconservative, libertarian, populist, and democratic social thought, but Conti and Stetson have identified commonalities that structure their discussion: members of the black vanguard reject the notion that racial faithfulness requires ideological homogeneity; they argue that a chilling silence has been spread around a ghetto-specific culture of poverty by black advocates who fear that such discussions will play into the hands of enemies of the black community; they maintain that racism is not a sufficient cause for black poverty and other social problems experienced by blacks; and they object on moral and pragmatic grounds the civil rights leadership's reliance on the political capital of white guilt. De-emphasizing racism as a generator of poverty, they explain the proliferation of the black underclass in other ways, including structural changes in urban economies and welfare work disincentives. In Challenging the Civil Rights Establishment, Conti and Stetson break through the ideological pretension that has overrun clear thinking and the empirical data of human experience in discussions of race and culture.</p>"
Survival Of The African American Family: The Institutional Impact Of U.s. Social Policy,['Karen S. Jewell'],"<p>Challenging widely held beliefs, this provocative book offers nothing less than a blueprint for enhancing the social and economic status of African American families. Despite the implementation of liberal social policies in the 1960s and '70s, successive U.S. administrations continue to dash the hopes and expectations of African Americans, who remain subject to racism and discrimination. Arguing that social policies—and their absence—have affected the stability of the African American family, Jewell refutes the myth of significant progress for African American families emanating from the civil rights era, exposing the myriad reasons why greater advancement toward equality has not occurred in major societal institutions. Attention is focused on the extent to which African American families have been adversely affected by a process of assimilation that was socio-psychological rather than economic. This new edition builds upon the first edition, and is revised and expanded to reflect new and persistent institutional policies and practices of race, gender and class inequality facing African American families. The revised edition explores such issues as racial profiling, capital punishment, police brutality, predatory lending, No Child Left Behind, welfare reform, affirmative action and racial disparities in healthcare, academic achievement and home ownership. Jewell proposes a variety of strategies and policies that are needed to ensure greater social and economic equality and justice for African American families.</p>"
Changing Course: A Global Business Perspective On Development And The Environment,"['Stephan Schmidheiny', 'Business Council For Sustainable Development']","<p>Changing Course is a practical introduction to new and necessary methods of running businesses so that the realities of business and the marketplace support the realities of the environment and the needs of human development.Gathering the expertise of more than 50 leaders of multinational corporations and backed by an array of case studies showing existing best practices,Changing Course provides an extensive analysis of how the business community can adapt and contribute to the crucial goal of sustainable development - which combines the objectives of environmental protection and economic growth. All of its recommendations are linked by the belief that only by allowing market forces to operate freely and integrating the ""polluter pays"" principle into environmental and economic policy can sustainable development be achieved.Changing Course focuses first on the often adversarial relationship between business and government in chapters that discuss full-cost pricing and market signals, energy, capital markets, trade, and managing change.</p>
<p>It shows how environmental costs, which are often invisible, can best be factored into production,investment, and trade. And it calls for a rational long-term energy strategy that balances the energy needs for economic development with a policy shift toward the payment of pollution costs and energy efficiency - changes that demand new thinking and increased flexibility by policy makers in both the public and the private sectors.Changing Course then explores business to business relationships, beginning with the sensitive topic of corporate reporting in environmental areas and discussion of how an environmentally conscious firm is managed. Chapters look at optimal products and processes, product stewardship in retail and trading companies, at new practices for such renewable resource industries as forestry and agriculture, and at the need for new long-term partnerships to boost economic development and environmental standards in the developing world.Changing Course concludes with a detailed look at the implications of sustainable development for business in the developing world, where, as former Indian Prime Minister Indira Gandhi pointed out, poverty itself is a great polluter.Stephan Schmidheiny is a Swiss industrialist, Chairman of the Business Council for Sustainable Development, and the Principal Advisor for Business and Industry to the United Nations Conference on Environment and Development (ECO'92).</p>"
I Call Myself An Artist: Writings By And About Charles Johnson,['Rudolph P. Byrd'],"<p>Charles Johnson is one of the most talented artists currently working in America. All of his novels have been widely praised and read. Middle Passage won the National Book Award and established Johnson in the tradition of Ralph Ellison, one of his idols. In 1998 he was the recipient of one of the prestigious MacArthur ""Genius"" awards.</p>
<p>Though best known for his fiction, Johnson is also an accomplished essayist, reviewer, scriptwriter, and cartoonist. This collection gathers together a rich sampling of his work, including stories, speeches, cartoons, and interviews. A final section contains scholarly commentary by leading academic writers. I Call Myself an Artist provides a fascinating overview of the life work of one of America's most important creative minds.</p>"
The Great Wall Of China: Photographs By Chen Changfen (houston Museum Of Fine Arts),['Anne Wilkes Tucker'],"<p>Chen Changfen (b. 1941) began to photograph the Great Wall twenty years before the Chinese government officially adopted it as the national symbol in 1984. This fascinating book presents a small fraction of his decades-long study of the monumental form and conveys the fertile range of themes and ideas that Chen has investigated, each informed by traditional Chinese art, history, and philosophy. Combining a unique blend of traditional and contemporary technical processes, Chen’s richly evocative photographs at once celebrate the remarkable series of building campaigns that produced the Wall and memorialize the thousands of conscripted laborers whose lives were sacrificed to its construction.<br>
One of the most striking features of Chen’s photographs is their unexpected variety of perspectives and moods, capturing the vicissitudes of weather, time, and human history that have acted upon it. By excluding the people, highways, factories, and modern buildings that encroach on and daily destroy sections of the Wall, however, Chen eliminates major aspects of the Wall’s present reality from his pictures. In a thoughtful essay and interview with the artist, Anne Wilkes Tucker probes the meanings of such omissions and guides the reader through Chen’s extraordinary images. <i>The Great Wall of China</i> is essential reading for photographers, historians, and travelers.</p>"
Patterns In The Dust,['Nancy Bernkopf Tucker Ph.d.'],"<p>Chiang Kai-shek's Chinese Nationalist government collapsed in 1949 despite United States support for the regime during the anti-Communist civil war. American policymakers were then forced to choose between rescuing the Nationalists or coming to terms with China's Communist government.</p>
<p>The Truman Administration, caught up in the calculations of cold war diplomacy, refused to make a rash decision. Secretary of State Dean Acheson likened the Nationalist collapse to a tree falling in the forest--the United States would have to wait for the dust settled before it could see ahead clearly.</p>
<p><i>Patterns in the Dust</i> is a fresh look at a period overwhelmed by later events. Drawing on many previously unavailable sources, Nancy Bernkopf Tucker assesses the factors that influenced Washington policymakers during the critical few months in which the thirty-year estrangement between the two countries began. She examines the government's assessment of the chances for accommodation with the Chinese Communists, the careful efforts to ascertain American public opinion, and the effects of the Korean War which brought reasoned dialogue to an abrupt end.</p>
<p><i>Patterns in the Dust</i> highlights the flexibility that Dean Acheson retained in American policy toward China. Acheson emerges as a highly pragmatic man determined to preserve contacts with China simply because, as events have proved, that was the realistic way to conduct international relations.</p>
<p> Columbia University Press</p>"
In The Red: On Contemporary Chinese Culture,['Geremie Barmé'],"<p>China, Geremie R. Barmé notes, has become one of the greatest writing and publishing nations on the planet, and both cultural activists and the state are embroiled in debates about the production and distribution of its cultural products. But what happens when global culture and Chinese capitalist-socialism meet in the marketplace? <i>In the Red</i>investigates what goes on behind the rhetoric of the official Chinese government and the dissident community and provides a unique perspective on mainstream Western perceptions of cultural developments, artistic freedom, and popular lifestyles in China today.</p>
<p>Illustrated with fascinating cartoons and photographs and rich with facts, anecdotes, and events, <i>In the Red</i> exposes the complex relationship between ""official"" culture (produced, supported, or sanctioned by the government) and ""nonofficial"" or countercultures (especially among urban youths and dissidents). Two key and contrasting events loom large in this narrative: the 1989 protests that ended with the June 4 massacre and a nationwide purge, and Deng Xiaoping's 1992 ""tour of the south,"" in which he emphasized the need for radical economic reform. Although a level of political tolerance has evolved since the 1970s, Barmé sheds light on the significance of the intermittent denunciations of artists, ideas, and works.</p>"
The Rise of China,"['Michael E. Brown', 'Steven E. Miller', 'Sean M. Lynn-Jones', 'Owen R. Cote']","<p>China's relentless economic growth in the 1980s and 1990s heralded its emergence as a great power in world politics. As its economy expanded, China seemed poised to become the second-largest economy in the world. At the same time, it modernized its military and adopted a more assertive diplomatic posture. Many observers have begun to debate the international implications of China's rise. Some analysts argue that China will inevitably pose a threat to peace and security in East Asia. A few even predict a new cold war between Beijing and Washington. Others claim that a powerful China can remain benign. None believes that China can be ignored. The essays in this volume assess China's emerging capabilities and intentions, debate the impact that China will have on security in the Asia-Pacific region, and propose polices for the United States to adopt in its relations with China.</p>"
There a Petal Silently Falls: Three Stories by Ch'oe Yun,"['Choe', 'Yun', ""Ch'oe"", 'Fulton', 'Bruce']","<p>Ch'oe Yun is a Korean author known for her breathtaking versatility, subversion of authority, and bold exploration of the inner life. Readers celebrate her creative play with fantasy and admire her deep engagement with trauma, history, and the vagaries of remembrance.</p><p>In this collection's title work, <i>There a Petal Silently Falls</i>, Ch'oe explores both the genesis and the aftershocks of historical outrages such as the Kwangju Massacre of 1980, in which a reported 2,000 civilians were killed for protesting government military rule. The novella follows the wanderings of a girl traumatized by her mother's murder and strikes home the injustice of state-sanctioned violence against men and especially women. Whisper Yet illuminates the harsh treatment of leftist intellectuals during the years of national division, at the same time offering the hope of reconciliation between ideological enemies. The third story, The Thirteen-Scent Flower, satirizes consumerism and academic rivalries by focusing on a young man and woman who engender an exotic flower that is coveted far and wide for its various fragrances.</p><p>Elegantly crafted and quietly moving, Ch'oe Yun's stories are among the most incisive portrayals of the psychological and spiritual reality of post-World War II Korea. Her fiction, which began to appear in the late 1980s, represents a turn toward a more experimental, deconstructionist, and postmodern Korean style of writing, and offers a new focus on the role of gender in the making of Korean history.</p><p> Columbia University Press</p>"
City Of Friends: A Protrait Of The Gay And Lesbian Community In America,"['Simon Levay', 'Elisabeth Nonas']","<p>City of Friends offers a practical, intelligent, and well-informed overview of what it means to be gay or lesbian. The authors seek to help gay men and women, as well as their families and friends, to better understand the institutions and communities that make up the most culturally and ethnically diverse minority in America today.Beginning with basic concepts, LeVay and Nonas define the words ""homosexual,"" ""gay,"" ""lesbian,"" and ""bisexual"" and discuss the various patterns of homosexuality in different cultures around the world. They relate the history of the gay and lesbian community in the United States, and its struggle for equal rights and social acceptance, before tackling the question — still highly controversial — of what determines an individual's sexual orientation.City of Friends describes the great diversity within the gay and lesbian community: Life in the ""gay ghetto."" Old lesbians in rural hideaways. Gay resorts. A ""town without men."" Gay and lesbian Latinos, African-Americans, Asian-Americans, and Native Americans — what it means to be a minority within a minority. Lesbian and gay youth, the elderly, the deaf. Bisexuals and transsexuals. Academics, drag queens, technoqueers, publishers, softball players — all make their appearance in these pages.LeVay and Nonas continue with a discussion of health issues (especially of the AIDS epidemic and the community's response to it), the law, and gay and lesbian politics. They describe the cultural achievements of lesbians and gay men — their art, literature, theater, music,and dance. Finally they take a look at the spiritual life of gays and lesbians, both within and outside of organized religion.</p>


                        <p>A practical, intelligent, and well-informed overview of what it means to be gay or lesbian, City of Friends seeks to help gay men and women, as well as their families and friends, to better understand the institutions and communities that make up the most culturally and ethnically diverse minority in America today. 19 illustrations.
</p>"
Close-up Photography,['Alan Constant'],"<p>Close-up photography is used in a variety of areas such as nature, medical and forensic, instruction and training, archiving, and the arts. The first part of the book is dedicated to the technical side of closeup work, including the equipment required, how to meter in close-up work, special problems, magnification and methods of achieving it, lighting, and electronic flash. The second part is the practical side of close-up work with an introduction to elementary composition, photographing mechanical subjects, crystals under polarized light, and nature photography. Heavily illustrated with diagrams, tables and color throughout, Close-up Photography also includes mathematical formulas that have been simplified and explained with examples.<br>
<br>
 Many photography books have some information about close-up work, but usually the subject is not treated in-depth and the variety of problems likely to come up when the photographer begins magnifying are not addressed. Most often, other books seem to deal with the use of a macro lens and ignore or gloss over other methods. This book weeds out the misinformation and the over-complication of technique to give the reader a real understanding of the field.</p>


                        <p><b>Audience:</b> Professional photographers, advanced amateurs.
</p>"
